Past Convo,Tutor Response,Tutor Action,Prep,Color,Obj
"Tutor: Please try to fill in the blank in Italian.  Student: How do I say ""tree"" in Italian? Tutor: Hmm...  ""tree"" is  ""all'albero"" Student: Okay.  So is it ""il de all'albero""?","To say 'in front of', you would say 'e di fronte'.","[False, True, True, False, False]",e di fronte,rosa,all'albero
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is in front of the""? Tutor: Okay, I'll give you a hint.  ""is in front of the"" is ""e di fronte alla"" Student: Ok. Is box scatolia? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola"" Student: Thank you, I remember now. Tutor: Do you know how to say the bunny? Student: il coniglio",Very good!,"[False, False, False, True, False]",e di fronte alla,rosa,scatola
"Tutor: ""Bag"" is ""borsa"". Please try to fill in the blank in Italian.  Student: Ok, what is the word for purple?",Purple is viola.,"[False, True, False, False, False]",e dentro la,viola,borsa
"Tutor: ""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.  Student: How do I saw 'next to'? Tutor: Okay, I'll give you a hint.  ""is next to the"" is ""e vicino al"" Student: il gatto e vicino al giallo cane? Tutor: al (""to the"", or ""of the"") is used when the following word (cane) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student: So is 'il gatto e vicino al giallo cane' correct? Tutor: Why don't you try filling in what you can. Student: il gatto e vicino il giallo cane?",Confirmation,"[False, False, False, True, False]",e vicino al,giallo,cane
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to""? Tutor: Well,  ""is next to the"" is ""e vicino"" Student: How do you say ""tree""?",Open-Ended Question,"[True, False, False, False, False]",e vicino,rosso,all'albero
"Tutor: Please try to fill in the blank in Italian.  Student: How do I say ""tree"" in Italian? Tutor: Hmm...  ""tree"" is  ""all'albero"" Student: Okay.  So is it ""il de all'albero""?",Confirmation,"[False, False, False, True, False]",e di fronte,rosa,all'albero
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is in front of the""? Tutor: Okay, I'll give you a hint.  ""is in front of the"" is ""e di fronte alla"" Student: Ok. Is box scatolia? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola"" Student: Thank you, I remember now. Tutor: Do you know how to say the bunny? Student: il coniglio",Open-Ended Question,"[True, False, False, False, False]",e di fronte alla,rosa,scatola
"Tutor: ""Bag"" is ""borsa"". Please try to fill in the blank in Italian.  Student: Ok, what is the word for purple?",Information Reveal,"[False, True, False, False, False]",e dentro la,viola,borsa
"Tutor: ""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.  Student: How do I saw 'next to'? Tutor: Okay, I'll give you a hint.  ""is next to the"" is ""e vicino al"" Student: il gatto e vicino al giallo cane? Tutor: al (""to the"", or ""of the"") is used when the following word (cane) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student: So is 'il gatto e vicino al giallo cane' correct? Tutor: Why don't you try filling in what you can. Student: il gatto e vicino il giallo cane?","Remember, Adjectives (such as color words) follow the noun they modify in Italian.","[False, True, True, False, False]",e vicino al,giallo,cane
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to""? Tutor: Well,  ""is next to the"" is ""e vicino"" Student: How do you say ""tree""?","""tree"" is  ""all'albero""
","[False, True, False, False, False]",e vicino,rosso,all'albero
"Tutor: Please try to fill in the blank in Italian.  Student: How do I say ""tree"" in Italian? Tutor: Hmm...  ""tree"" is  ""all'albero"" Student: Okay.  So is it ""il de all'albero""?","Remember, all' (""to the"" is prepended to the following word when it begins with a vowel. This is a contraction of al (""to"") and l' (""the"")","[False, True, True, False, False]",e di fronte,rosa,all'albero
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is in front of the""? Tutor: Okay, I'll give you a hint.  ""is in front of the"" is ""e di fronte alla"" Student: Ok. Is box scatolia? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola"" Student: Thank you, I remember now. Tutor: Do you know how to say the bunny? Student: il coniglio",That is correct,"[False, False, False, True, False]",e di fronte alla,rosa,scatola
"Tutor: ""Bag"" is ""borsa"". Please try to fill in the blank in Italian.  Student: Ok, what is the word for purple?","""purple"" is ""viola""","[False, True, False, False, False]",e dentro la,viola,borsa
"Tutor: ""Tree"" is ""all'albero"". Please try to fill in the blank in Italian.  Student: What is tree in Italian?","Are you paying attention? I just told you ""Tree"" is ""all'albero"".","[False, True, True, False, False]",e di fronte,verde,all'albero
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: Okay.  But what's the word for ""red bed""?","""Letto rosso"" is ""red bed"".  Now try it!","[False, True, False, False, False]",e di fronte al,rosso,letto
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: How do you say ""purple bunny""? Tutor: OK,  ""bunny"" is  ""coniglio"" Student: How do you say purple?","""Purple"" is ""viola"".  Now complete the sentence please.","[False, True, False, False, False]",e di fronte al,viola,coniglio
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: 
Sì, il gatto è dentro la scatola Tutor: Hmm...  ""is inside of the"" is  ""e dentro la"" Student: Yes.   That's what I said Tutor: Do you know how to say box? Student: Scatola","You need to say ""red box"".  Now complete the sentence please!","[False, False, True, False, False]",e dentro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: what is next to? Tutor: Remember that  ""is next to the"" is  ""e accanto al"" Student: what is bunny? Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: what is red?","""Red"" is ""rossa"".  Now try the whole thing!","[False, True, False, False, False]",e accanto al,rosso,coniglio
"Tutor: ""Tree"" is ""all'albero"". Please try to fill in the blank in Italian.  Student: What is tree in Italian?",Tree is all'albero.,"[False, True, False, False, False]",e di fronte,verde,all'albero
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: Okay.  But what's the word for ""red bed""?",Red bed is letto rosso.,"[False, True, False, False, False]",e di fronte al,rosso,letto
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: How do you say ""purple bunny""? Tutor: OK,  ""bunny"" is  ""coniglio"" Student: How do you say purple?",Purple is viola.,"[False, True, False, False, False]",e di fronte al,viola,coniglio
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: 
Sì, il gatto è dentro la scatola Tutor: Hmm...  ""is inside of the"" is  ""e dentro la"" Student: Yes.   That's what I said Tutor: Do you know how to say box? Student: Scatola",That's great!,"[False, False, False, True, False]",e dentro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: what is next to? Tutor: Remember that  ""is next to the"" is  ""e accanto al"" Student: what is bunny? Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: what is red?",Red is rosso.,"[False, True, False, False, False]",e accanto al,rosso,coniglio
"Tutor: ""Tree"" is ""all'albero"". Please try to fill in the blank in Italian.  Student: What is tree in Italian?", all'albero,"[True, False, False, False, False]",e di fronte,verde,all'albero
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: Okay.  But what's the word for ""red bed""?",rosso letto,"[False, True, False, False, False]",e di fronte al,rosso,letto
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: How do you say ""purple bunny""? Tutor: OK,  ""bunny"" is  ""coniglio"" Student: How do you say purple?",viola,"[False, True, False, False, False]",e di fronte al,viola,coniglio
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: 
Sì, il gatto è dentro la scatola Tutor: Hmm...  ""is inside of the"" is  ""e dentro la"" Student: Yes.   That's what I said Tutor: Do you know how to say box? Student: Scatola",correct!,"[False, False, False, True, False]",e dentro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: what is next to? Tutor: Remember that  ""is next to the"" is  ""e accanto al"" Student: what is bunny? Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: what is red?",rosso,"[False, True, False, False, False]",e accanto al,rosso,coniglio
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: The dog is inside of the box. Tutor: OK,  ""is inside of the"" is  ""e dentro la"" Student: e dentro la Tutor: OK,  ""box"" is  ""scatola"" Student: e dentro la scatola","Almost there. What is the word for ""pink""?","[True, False, True, False, False]",e dentro la,rosa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: I really don't remember the word for bunny. Any help? Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: e vacino al coniglio rossa perhaps?","Not quite.  Here's a hint: ""is next to the"" is  ""e accanto al"".","[False, True, True, False, False]",e accanto al,viola,coniglio
"Tutor: Please try to fill in the blank in Italian.  Student: la borsa  Tutor: Remember that  ""is behind the"" is  ""e dietro la"" Student: la borsa e di dietro la ",Do you remember how to say box?,"[True, False, False, False, False]",e dietro la,verde,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: Is the word for red ""rossa""? Tutor: Hmm...  ""red"" is ""rosso"" Student: Okay, and what is the word for ""bunny""? Tutor: Okay, I'll give you a hint.  ""bunny"" is  ""coniglio"" Student: Is it ""e di fronte coniglio rosso""?","Not quite. ""is next to the"" is ""e accanto al"".","[False, True, True, False, False]",e accanto al,rosso,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: What is the word for yellow?,"The word for ""yellow"" is ""giallo""","[False, True, False, False, False]",e di fronte al,giallo,coniglio
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: The dog is inside of the box. Tutor: OK,  ""is inside of the"" is  ""e dentro la"" Student: e dentro la Tutor: OK,  ""box"" is  ""scatola"" Student: e dentro la scatola",That's almost correct. What is the color of the box?,"[True, False, False, False, False]",e dentro la,rosa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: I really don't remember the word for bunny. Any help? Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: e vacino al coniglio rossa perhaps?","No, ""e accanto al"" means ""next to,"" and the bunny is purple, not red. Please try again. ","[False, False, True, False, False]",e accanto al,viola,coniglio
"Tutor: Please try to fill in the blank in Italian.  Student: la borsa  Tutor: Remember that  ""is behind the"" is  ""e dietro la"" Student: la borsa e di dietro la ","No, you don't need to include the word ""di,"" and don't forget to mention the green box. Please try again. ","[False, False, True, False, False]",e dietro la,verde,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: Is the word for red ""rossa""? Tutor: Hmm...  ""red"" is ""rosso"" Student: Okay, and what is the word for ""bunny""? Tutor: Okay, I'll give you a hint.  ""bunny"" is  ""coniglio"" Student: Is it ""e di fronte coniglio rosso""?","No, remember that the bunny is next to, not in front of, the cat. Please try again. ","[False, False, True, False, False]",e accanto al,rosso,coniglio
