Past Convo,Student Repsonse,"Actions (guess, question, affirmation, other)"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: I asked about the word for bunny, I know that part. Tutor: Hmm...  ""bunny"" is  ""coniglio""",il cane e di di di fronte rosa coniglio is that correct?,"[True, False, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: I asked about the word for bunny, I know that part. Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: il cane e di di di fronte rosa coniglio is that correct? Tutor: Bunny is coniglio and bunny is cane. Please try again",Can I get a response? ,"[False, True, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: I asked about the word for bunny, I know that part. Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: il cane e di di di fronte rosa coniglio is that correct? Tutor: Bunny is coniglio and bunny is cane. Please try again Student: Can I get a response?  Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").", il cane e di di di fronte rosa coniglio what is wrong with that?,"[False, True, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: I asked about the word for bunny, I know that part. Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: il cane e di di di fronte rosa coniglio is that correct? Tutor: Bunny is coniglio and bunny is cane. Please try again Student: Can I get a response?  Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student:  il cane e di di di fronte rosa coniglio what is wrong with that? Tutor: Remember that  ""is in front of the"" is ""e di fronte al""",I put that in ,"[False, True, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: I asked about the word for bunny, I know that part. Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: il cane e di di di fronte rosa coniglio is that correct? Tutor: Bunny is coniglio and bunny is cane. Please try again Student: Can I get a response?  Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student:  il cane e di di di fronte rosa coniglio what is wrong with that? Tutor: Remember that  ""is in front of the"" is ""e di fronte al"" Student: I put that in  Tutor: Prepositional phrases separate the two noun phrases.",explain Prepositional phrases in italian?,"[False, True, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: I asked about the word for bunny, I know that part. Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: il cane e di di di fronte rosa coniglio is that correct? Tutor: Bunny is coniglio and bunny is cane. Please try again Student: Can I get a response?  Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student:  il cane e di di di fronte rosa coniglio what is wrong with that? Tutor: Remember that  ""is in front of the"" is ""e di fronte al"" Student: I put that in  Tutor: Prepositional phrases separate the two noun phrases. Student: explain Prepositional phrases in italian? Tutor: Adjectives (such as color words) follow the noun they modify in Italian.",can I get an example?,"[False, True, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: I asked about the word for bunny, I know that part. Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: il cane e di di di fronte rosa coniglio is that correct? Tutor: Bunny is coniglio and bunny is cane. Please try again Student: Can I get a response?  Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student:  il cane e di di di fronte rosa coniglio what is wrong with that? Tutor: Remember that  ""is in front of the"" is ""e di fronte al"" Student: I put that in  Tutor: Prepositional phrases separate the two noun phrases. Student: explain Prepositional phrases in italian? Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: can I get an example? Tutor: Well,  ""pink"" is ""rosa""",I mean an example of the noun?,"[False, True, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: I asked about the word for bunny, I know that part. Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: il cane e di di di fronte rosa coniglio is that correct? Tutor: Bunny is coniglio and bunny is cane. Please try again Student: Can I get a response?  Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student:  il cane e di di di fronte rosa coniglio what is wrong with that? Tutor: Remember that  ""is in front of the"" is ""e di fronte al"" Student: I put that in  Tutor: Prepositional phrases separate the two noun phrases. Student: explain Prepositional phrases in italian? Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: can I get an example? Tutor: Well,  ""pink"" is ""rosa"" Student: I mean an example of the noun? Tutor: Hmm...  ""pink"" is ""rosa""",I know the color part I meant the noun.,"[False, True, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: I asked about the word for bunny, I know that part. Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: il cane e di di di fronte rosa coniglio is that correct? Tutor: Bunny is coniglio and bunny is cane. Please try again Student: Can I get a response?  Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student:  il cane e di di di fronte rosa coniglio what is wrong with that? Tutor: Remember that  ""is in front of the"" is ""e di fronte al"" Student: I put that in  Tutor: Prepositional phrases separate the two noun phrases. Student: explain Prepositional phrases in italian? Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: can I get an example? Tutor: Well,  ""pink"" is ""rosa"" Student: I mean an example of the noun? Tutor: Hmm...  ""pink"" is ""rosa"" Student: I know the color part I meant the noun. Tutor: Hmm...  ""pink"" is ""rosa""",I don't understand the noun part,"[False, True, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: I asked about the word for bunny, I know that part. Tutor: Hmm...  ""bunny"" is  ""coniglio"" Student: il cane e di di di fronte rosa coniglio is that correct? Tutor: Bunny is coniglio and bunny is cane. Please try again Student: Can I get a response?  Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student:  il cane e di di di fronte rosa coniglio what is wrong with that? Tutor: Remember that  ""is in front of the"" is ""e di fronte al"" Student: I put that in  Tutor: Prepositional phrases separate the two noun phrases. Student: explain Prepositional phrases in italian? Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: can I get an example? Tutor: Well,  ""pink"" is ""rosa"" Student: I mean an example of the noun? Tutor: Hmm...  ""pink"" is ""rosa"" Student: I know the color part I meant the noun. Tutor: Hmm...  ""pink"" is ""rosa"" Student: I don't understand the noun part Tutor: Hmm...  ""bunny"" is "" coniglio""",il cane e di di di fronte coniglio rosa,"[True, False, False, False]"
